ID,quantity,unitPrice,discount,totalPrice,purchase_ID,product_ID
f3000001-0000-4000-8000-000000000001,4,47459,0,189836,f2000001-0000-4000-8000-000000000001,b1000001-0070-4000-8000-000000000070
f3000001-0000-4000-8000-000000000002,3,22098,0,66294,f2000001-0000-4000-8000-000000000002,b1000001-0081-4000-8000-000000000081
f3000001-0000-4000-8000-000000000003,3,27186,0,81558,f2000001-0000-4000-8000-000000000003,b1000001-0046-4000-8000-000000000046
f3000001-0000-4000-8000-000000000004,3,30285,0,90855,f2000001-0000-4000-8000-000000000004,b1000001-0012-4000-8000-000000000012
f3000001-0000-4000-8000-000000000005,1,33938,0,33938,f2000001-0000-4000-8000-000000000005,b1000001-0028-4000-8000-000000000028
f3000001-0000-4000-8000-000000000006,1,40714,0,40714,f2000001-0000-4000-8000-000000000006,b1000001-0058-4000-8000-000000000058
f3000001-0000-4000-8000-000000000007,2,23417,0,46834,f2000001-0000-4000-8000-000000000006,b1000001-0047-4000-8000-000000000047
f3000001-0000-4000-8000-000000000008,5,8808,0,44040,f2000001-0000-4000-8000-000000000007,b1000001-0027-4000-8000-000000000027
f3000001-0000-4000-8000-000000000009,3,13209,0,39627,f2000001-0000-4000-8000-000000000008,b1000001-0090-4000-8000-000000000090
f3000001-0000-4000-8000-000000000010,2,11990,0,23980,f2000001-0000-4000-8000-000000000008,b1000001-0060-4000-8000-000000000060
f3000001-0000-4000-8000-000000000011,4,46734,0,186936,f2000001-0000-4000-8000-000000000009,b1000001-0076-4000-8000-000000000076
f3000001-0000-4000-8000-000000000012,5,21525,4410,103215,f2000001-0000-4000-8000-000000000009,b1000001-0056-4000-8000-000000000056
f3000001-0000-4000-8000-000000000013,2,43425,0,86850,f2000001-0000-4000-8000-000000000009,b1000001-0062-4000-8000-000000000062
f3000001-0000-4000-8000-000000000014,1,16255,0,16255,f2000001-0000-4000-8000-000000000010,b1000001-0098-4000-8000-000000000098
f3000001-0000-4000-8000-000000000015,2,40173,0,80346,f2000001-0000-4000-8000-000000000010,b1000001-0032-4000-8000-000000000032
f3000001-0000-4000-8000-000000000016,2,17694,0,35388,f2000001-0000-4000-8000-000000000011,b1000001-0006-4000-8000-000000000006
f3000001-0000-4000-8000-000000000017,4,9646,4915,33669,f2000001-0000-4000-8000-000000000011,b1000001-0089-4000-8000-000000000089
f3000001-0000-4000-8000-000000000018,4,10460,0,41840,f2000001-0000-4000-8000-000000000012,b1000001-0096-4000-8000-000000000096
f3000001-0000-4000-8000-000000000019,5,38990,0,194950,f2000001-0000-4000-8000-000000000012,b1000001-0072-4000-8000-000000000072
f3000001-0000-4000-8000-000000000020,4,34973,0,139892,f2000001-0000-4000-8000-000000000012,b1000001-0092-4000-8000-000000000092
f3000001-0000-4000-8000-000000000021,3,49709,0,149127,f2000001-0000-4000-8000-000000000013,b1000001-0035-4000-8000-000000000035
f3000001-0000-4000-8000-000000000022,2,36652,0,73304,f2000001-0000-4000-8000-000000000013,b1000001-0041-4000-8000-000000000041
f3000001-0000-4000-8000-000000000023,5,5071,0,25355,f2000001-0000-4000-8000-000000000013,b1000001-0008-4000-8000-000000000008
f3000001-0000-4000-8000-000000000024,3,42705,0,128115,f2000001-0000-4000-8000-000000000014,b1000001-0057-4000-8000-000000000057
f3000001-0000-4000-8000-000000000025,5,20056,0,100280,f2000001-0000-4000-8000-000000000014,b1000001-0021-4000-8000-000000000021
f3000001-0000-4000-8000-000000000026,2,48565,2010,95120,f2000001-0000-4000-8000-000000000015,b1000001-0086-4000-8000-000000000086
f3000001-0000-4000-8000-000000000027,3,34426,0,103278,f2000001-0000-4000-8000-000000000016,b1000001-0031-4000-8000-000000000031
f3000001-0000-4000-8000-000000000028,4,43848,0,175392,f2000001-0000-4000-8000-000000000016,b1000001-0039-4000-8000-000000000039
f3000001-0000-4000-8000-000000000029,1,35029,0,35029,f2000001-0000-4000-8000-000000000017,b1000001-0044-4000-8000-000000000044
f3000001-0000-4000-8000-000000000030,5,9238,0,46190,f2000001-0000-4000-8000-000000000018,b1000001-0076-4000-8000-000000000076
f3000001-0000-4000-8000-000000000031,3,44390,0,133170,f2000001-0000-4000-8000-000000000019,b1000001-0060-4000-8000-000000000060
f3000001-0000-4000-8000-000000000032,1,6243,0,6243,f2000001-0000-4000-8000-000000000019,b1000001-0018-4000-8000-000000000018
f3000001-0000-4000-8000-000000000033,3,8759,0,26277,f2000001-0000-4000-8000-000000000019,b1000001-0062-4000-8000-000000000062
f3000001-0000-4000-8000-000000000034,5,48900,0,244500,f2000001-0000-4000-8000-000000000020,b1000001-0086-4000-8000-000000000086
f3000001-0000-4000-8000-000000000035,4,5212,0,20848,f2000001-0000-4000-8000-000000000020,b1000001-0080-4000-8000-000000000080
f3000001-0000-4000-8000-000000000036,2,15867,1495,30239,f2000001-0000-4000-8000-000000000021,b1000001-0046-4000-8000-000000000046
f3000001-0000-4000-8000-000000000037,3,43804,0,131412,f2000001-0000-4000-8000-000000000022,b1000001-0083-4000-8000-000000000083
f3000001-0000-4000-8000-000000000038,5,16489,0,82445,f2000001-0000-4000-8000-000000000022,b1000001-0025-4000-8000-000000000025
f3000001-0000-4000-8000-000000000039,4,48986,0,195944,f2000001-0000-4000-8000-000000000022,b1000001-0032-4000-8000-000000000032
f3000001-0000-4000-8000-000000000040,1,21559,0,21559,f2000001-0000-4000-8000-000000000023,b1000001-0053-4000-8000-000000000053
f3000001-0000-4000-8000-000000000041,1,46261,3536,42725,f2000001-0000-4000-8000-000000000023,b1000001-0061-4000-8000-000000000061
f3000001-0000-4000-8000-000000000042,4,48990,0,195960,f2000001-0000-4000-8000-000000000023,b1000001-0072-4000-8000-000000000072
f3000001-0000-4000-8000-000000000043,5,15106,0,75530,f2000001-0000-4000-8000-000000000024,b1000001-0032-4000-8000-000000000032
f3000001-0000-4000-8000-000000000044,4,12694,0,50776,f2000001-0000-4000-8000-000000000024,b1000001-0037-4000-8000-000000000037
f3000001-0000-4000-8000-000000000045,4,32941,3630,128134,f2000001-0000-4000-8000-000000000024,b1000001-0070-4000-8000-000000000070
f3000001-0000-4000-8000-000000000046,1,35717,2771,32946,f2000001-0000-4000-8000-000000000025,b1000001-0070-4000-8000-000000000070
f3000001-0000-4000-8000-000000000047,4,21295,3455,81725,f2000001-0000-4000-8000-000000000025,b1000001-0010-4000-8000-000000000010
f3000001-0000-4000-8000-000000000048,2,7463,0,14926,f2000001-0000-4000-8000-000000000025,b1000001-0063-4000-8000-000000000063
f3000001-0000-4000-8000-000000000049,3,28575,2503,83222,f2000001-0000-4000-8000-000000000026,b1000001-0098-4000-8000-000000000098
f3000001-0000-4000-8000-000000000050,4,8839,3162,32194,f2000001-0000-4000-8000-000000000027,b1000001-0036-4000-8000-000000000036
f3000001-0000-4000-8000-000000000051,3,46865,0,140595,f2000001-0000-4000-8000-000000000027,b1000001-0089-4000-8000-000000000089
f3000001-0000-4000-8000-000000000052,2,45015,3799,86231,f2000001-0000-4000-8000-000000000028,b1000001-0073-4000-8000-000000000073
f3000001-0000-4000-8000-000000000053,2,43966,0,87932,f2000001-0000-4000-8000-000000000028,b1000001-0051-4000-8000-000000000051
f3000001-0000-4000-8000-000000000054,4,35601,0,142404,f2000001-0000-4000-8000-000000000029,b1000001-0046-4000-8000-000000000046
f3000001-0000-4000-8000-000000000055,2,47064,0,94128,f2000001-0000-4000-8000-000000000029,b1000001-0080-4000-8000-000000000080
f3000001-0000-4000-8000-000000000056,4,36509,0,146036,f2000001-0000-4000-8000-000000000029,b1000001-0038-4000-8000-000000000038
f3000001-0000-4000-8000-000000000057,4,37088,0,148352,f2000001-0000-4000-8000-000000000030,b1000001-0019-4000-8000-000000000019
f3000001-0000-4000-8000-000000000058,3,33031,0,99093,f2000001-0000-4000-8000-000000000031,b1000001-0032-4000-8000-000000000032
f3000001-0000-4000-8000-000000000059,1,43694,0,43694,f2000001-0000-4000-8000-000000000031,b1000001-0075-4000-8000-000000000075
f3000001-0000-4000-8000-000000000060,3,49857,0,149571,f2000001-0000-4000-8000-000000000031,b1000001-0066-4000-8000-000000000066
f3000001-0000-4000-8000-000000000061,4,22174,0,88696,f2000001-0000-4000-8000-000000000032,b1000001-0071-4000-8000-000000000071
f3000001-0000-4000-8000-000000000062,1,44442,0,44442,f2000001-0000-4000-8000-000000000032,b1000001-0030-4000-8000-000000000030
f3000001-0000-4000-8000-000000000063,5,19910,0,99550,f2000001-0000-4000-8000-000000000033,b1000001-0039-4000-8000-000000000039
f3000001-0000-4000-8000-000000000064,3,38230,0,114690,f2000001-0000-4000-8000-000000000034,b1000001-0044-4000-8000-000000000044
f3000001-0000-4000-8000-000000000065,1,28696,4144,24552,f2000001-0000-4000-8000-000000000035,b1000001-0040-4000-8000-000000000040
f3000001-0000-4000-8000-000000000066,5,39203,0,196015,f2000001-0000-4000-8000-000000000035,b1000001-0093-4000-8000-000000000093
f3000001-0000-4000-8000-000000000067,5,23844,0,119220,f2000001-0000-4000-8000-000000000035,b1000001-0053-4000-8000-000000000053
f3000001-0000-4000-8000-000000000068,5,19936,0,99680,f2000001-0000-4000-8000-000000000036,b1000001-0089-4000-8000-000000000089
f3000001-0000-4000-8000-000000000069,3,25044,0,75132,f2000001-0000-4000-8000-000000000037,b1000001-0076-4000-8000-000000000076
f3000001-0000-4000-8000-000000000070,2,27798,0,55596,f2000001-0000-4000-8000-000000000037,b1000001-0027-4000-8000-000000000027
f3000001-0000-4000-8000-000000000071,4,15747,0,62988,f2000001-0000-4000-8000-000000000038,b1000001-0082-4000-8000-000000000082
f3000001-0000-4000-8000-000000000072,3,26538,0,79614,f2000001-0000-4000-8000-000000000038,b1000001-0077-4000-8000-000000000077
f3000001-0000-4000-8000-000000000073,2,29470,4087,54853,f2000001-0000-4000-8000-000000000038,b1000001-0039-4000-8000-000000000039
f3000001-0000-4000-8000-000000000074,2,46166,0,92332,f2000001-0000-4000-8000-000000000039,b1000001-0012-4000-8000-000000000012
f3000001-0000-4000-8000-000000000075,1,17243,0,17243,f2000001-0000-4000-8000-000000000040,b1000001-0014-4000-8000-000000000014
f3000001-0000-4000-8000-000000000076,3,28400,0,85200,f2000001-0000-4000-8000-000000000040,b1000001-0094-4000-8000-000000000094
f3000001-0000-4000-8000-000000000077,3,9029,0,27087,f2000001-0000-4000-8000-000000000041,b1000001-0048-4000-8000-000000000048
f3000001-0000-4000-8000-000000000078,4,19535,0,78140,f2000001-0000-4000-8000-000000000041,b1000001-0052-4000-8000-000000000052
f3000001-0000-4000-8000-000000000079,2,37929,0,75858,f2000001-0000-4000-8000-000000000042,b1000001-0075-4000-8000-000000000075
f3000001-0000-4000-8000-000000000080,5,22151,0,110755,f2000001-0000-4000-8000-000000000042,b1000001-0097-4000-8000-000000000097
f3000001-0000-4000-8000-000000000081,5,36292,0,181460,f2000001-0000-4000-8000-000000000043,b1000001-0096-4000-8000-000000000096
f3000001-0000-4000-8000-000000000082,1,10323,3010,7313,f2000001-0000-4000-8000-000000000043,b1000001-0020-4000-8000-000000000020
f3000001-0000-4000-8000-000000000083,5,22665,0,113325,f2000001-0000-4000-8000-000000000044,b1000001-0015-4000-8000-000000000015
f3000001-0000-4000-8000-000000000084,3,12609,0,37827,f2000001-0000-4000-8000-000000000045,b1000001-0066-4000-8000-000000000066
f3000001-0000-4000-8000-000000000085,5,19170,0,95850,f2000001-0000-4000-8000-000000000045,b1000001-0088-4000-8000-000000000088
f3000001-0000-4000-8000-000000000086,1,36458,0,36458,f2000001-0000-4000-8000-000000000046,b1000001-0072-4000-8000-000000000072
f3000001-0000-4000-8000-000000000087,2,9540,0,19080,f2000001-0000-4000-8000-000000000046,b1000001-0098-4000-8000-000000000098
f3000001-0000-4000-8000-000000000088,1,32777,0,32777,f2000001-0000-4000-8000-000000000047,b1000001-0055-4000-8000-000000000055
f3000001-0000-4000-8000-000000000089,1,28609,0,28609,f2000001-0000-4000-8000-000000000047,b1000001-0012-4000-8000-000000000012
f3000001-0000-4000-8000-000000000090,4,31587,3416,122932,f2000001-0000-4000-8000-000000000047,b1000001-0079-4000-8000-000000000079
f3000001-0000-4000-8000-000000000091,4,48124,2472,190024,f2000001-0000-4000-8000-000000000048,b1000001-0080-4000-8000-000000000080
f3000001-0000-4000-8000-000000000092,3,29668,0,89004,f2000001-0000-4000-8000-000000000049,b1000001-0001-4000-8000-000000000001
f3000001-0000-4000-8000-000000000093,3,24536,0,73608,f2000001-0000-4000-8000-000000000050,b1000001-0065-4000-8000-000000000065
f3000001-0000-4000-8000-000000000094,2,43367,0,86734,f2000001-0000-4000-8000-000000000050,b1000001-0080-4000-8000-000000000080
f3000001-0000-4000-8000-000000000095,2,13380,0,26760,f2000001-0000-4000-8000-000000000051,b1000001-0007-4000-8000-000000000007
f3000001-0000-4000-8000-000000000096,3,36113,2912,105427,f2000001-0000-4000-8000-000000000051,b1000001-0019-4000-8000-000000000019
f3000001-0000-4000-8000-000000000097,5,9990,0,49950,f2000001-0000-4000-8000-000000000051,b1000001-0060-4000-8000-000000000060
f3000001-0000-4000-8000-000000000098,3,21691,0,65073,f2000001-0000-4000-8000-000000000052,b1000001-0082-4000-8000-000000000082
f3000001-0000-4000-8000-000000000099,1,14820,0,14820,f2000001-0000-4000-8000-000000000053,b1000001-0091-4000-8000-000000000091
f3000001-0000-4000-8000-000000000100,1,21441,0,21441,f2000001-0000-4000-8000-000000000053,b1000001-0013-4000-8000-000000000013
f3000001-0000-4000-8000-000000000101,2,5375,0,10750,f2000001-0000-4000-8000-000000000053,b1000001-0035-4000-8000-000000000035
f3000001-0000-4000-8000-000000000102,2,34292,0,68584,f2000001-0000-4000-8000-000000000054,b1000001-0069-4000-8000-000000000069
f3000001-0000-4000-8000-000000000103,4,23806,0,95224,f2000001-0000-4000-8000-000000000054,b1000001-0037-4000-8000-000000000037
f3000001-0000-4000-8000-000000000104,4,18889,0,75556,f2000001-0000-4000-8000-000000000055,b1000001-0018-4000-8000-000000000018
f3000001-0000-4000-8000-000000000105,4,6130,0,24520,f2000001-0000-4000-8000-000000000056,b1000001-0098-4000-8000-000000000098
f3000001-0000-4000-8000-000000000106,4,20326,0,81304,f2000001-0000-4000-8000-000000000056,b1000001-0062-4000-8000-000000000062
f3000001-0000-4000-8000-000000000107,3,24183,0,72549,f2000001-0000-4000-8000-000000000056,b1000001-0030-4000-8000-000000000030
f3000001-0000-4000-8000-000000000108,2,33894,0,67788,f2000001-0000-4000-8000-000000000057,b1000001-0008-4000-8000-000000000008
f3000001-0000-4000-8000-000000000109,1,43759,0,43759,f2000001-0000-4000-8000-000000000057,b1000001-0091-4000-8000-000000000091
f3000001-0000-4000-8000-000000000110,5,32195,0,160975,f2000001-0000-4000-8000-000000000058,b1000001-0070-4000-8000-000000000070
f3000001-0000-4000-8000-000000000111,5,41290,0,206450,f2000001-0000-4000-8000-000000000059,b1000001-0080-4000-8000-000000000080
f3000001-0000-4000-8000-000000000112,1,23919,0,23919,f2000001-0000-4000-8000-000000000060,b1000001-0052-4000-8000-000000000052
f3000001-0000-4000-8000-000000000113,5,39879,0,199395,f2000001-0000-4000-8000-000000000060,b1000001-0042-4000-8000-000000000042
f3000001-0000-4000-8000-000000000114,4,24864,0,99456,f2000001-0000-4000-8000-000000000061,b1000001-0048-4000-8000-000000000048
f3000001-0000-4000-8000-000000000115,2,28222,0,56444,f2000001-0000-4000-8000-000000000061,b1000001-0021-4000-8000-000000000021
f3000001-0000-4000-8000-000000000116,2,24919,0,49838,f2000001-0000-4000-8000-000000000062,b1000001-0018-4000-8000-000000000018
f3000001-0000-4000-8000-000000000117,5,7173,0,35865,f2000001-0000-4000-8000-000000000062,b1000001-0022-4000-8000-000000000022
f3000001-0000-4000-8000-000000000118,3,33575,0,100725,f2000001-0000-4000-8000-000000000062,b1000001-0053-4000-8000-000000000053
